ticker,appreciation,10bagger,table,permaticker,name,exchange,isdelisted,category,cusips,siccode,sicsector,sicindustry,famasector,famaindustry,sector,industry,scalemarketcap,scalerevenue,relatedtickers,currency,location,lastupdated,firstadded,firstpricedate,lastpricedate,firstquarter,lastquarter,secfilings,companysite
AWAY,0.8895797065406615,False,SEP,194429,Homeaway Inc,NASDAQ,Y,Domestic,43739Q100,7374.0,Services,Services-Computer Processing & Data Preparation,,Business Services,Technology,Software - Application,4 - Mid,3 - Small,,USD,Texas; U.S.A,2018-06-13,2014-10-02,2011-06-29,2015-12-14,2009-12-31,2015-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001366684,
AWBCQ,0.07142857142857142,False,SEP,185577,Americanwest Bancorporation,NASDAQ,Y,Domestic,91146A101 03058P109,6022.0,Finance Insurance And Real Estate,State Commercial Banks,,Banking,Financial Services,Banks - Regional,3 - Small,2 - Micro,AWBC,USD,Washington; U.S.A,2019-09-16,2015-09-17,1995-05-05,2013-10-03,1996-12-31,2010-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000726990,
AWHHF,3.9732106834503353,False,SEP,195688,Allied World Assurance Co Holdings AG,NYSE,Y,Domestic,H01531104 G0219G203,6331.0,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance,Financial Services,Insurance - Property & Casualty,4 - Mid,4 - Mid,AWH,USD,Switzerland,2019-05-19,2014-10-01,2006-07-12,2017-07-27,2005-03-31,2017-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001163348,
AWI,6.467426710097723,False,SEP,199940,Armstrong World Industries Inc,NYSE,N,Domestic Primary,04247X102 04247X110 042476101,3089.0,Manufacturing,Plastics Products Nec,,Rubber and Plastic Products,Basic Materials,Building Products & Equipment,4 - Mid,4 - Mid,,USD,Pennsylvania; U.S.A,2020-01-14,2014-10-01,2006-10-18,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000007431,http://www.armstrongceilings.com
AWK,5.84744812114414,False,SEP,193849,American Water Works Company Inc,NYSE,N,Domestic,030420103,4941.0,Transportation Communications Electric Gas And Sanitary Service,Water Supply,,Utilities,Utilities,Utilities - Regulated Water,5 - Large,4 - Mid,,USD,New Jersey; U.S.A,2020-01-14,2014-10-02,2008-04-23,2020-01-14,2006-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001410636,http://www.amwater.com
AWR,4.202770409666962,False,SEP,196641,American States Water Co,NYSE,N,Domestic,029899101,4941.0,Transportation Communications Electric Gas And Sanitary Service,Water Supply,,Utilities,Utilities,Utilities - Regulated Water,4 - Mid,3 - Small,,USD,California; U.S.A,2020-01-14,2015-01-19,1990-03-26,2020-01-14,1997-06-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001056903,http://www.aswater.com
AWRE,2.180722891566265,False,SEP,197058,Aware Inc,NASDAQ,N,Domestic,05453N100,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,3 - Small,1 - Nano,,USD,Massachusetts; U.S.A,2020-01-14,2014-12-12,1996-11-19,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001015739,http://www.aware.com
AWSM,0.7004202521512908,False,SEP,124226,Cool Holdings Inc,OTC,N,Domestic,456784107 21640C105 456784206,5065.0,Wholesale Trade,Wholesale-Electronic Parts & Equipment Nec,,Wholesale,Technology,Communication Equipment,2 - Micro,2 - Micro,IFON,USD,Florida; U.S.A,2020-01-14,2017-04-20,2004-06-17,2020-01-14,2003-06-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001274032,http://www.coolholdings.com
AWX,1.842857142857143,False,SEP,196587,Avalon Holdings Corp,NYSEMKT,N,Domestic,05343P109,4953.0,Transportation Communications Electric Gas And Sanitary Service,Refuse Systems,,Almost Nothing,Industrials,Waste Management,1 - Nano,2 - Micro,,USD,Ohio; U.S.A,2020-01-14,2015-04-05,1998-06-23,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001061069,http://www.avalonholdings.com
AX,22.984126984126984,True,SEP,195051,Axos Financial Inc,NYSE,N,Domestic Primary,05566U108 05465C100,6035.0,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking,Financial Services,Banks - Regional,4 - Mid,3 - Small,BOFIL BOFI AXO,USD,Nevada; U.S.A,2020-01-14,2014-10-27,2005-03-16,2020-01-14,2003-06-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001299709,http://axosfinancial.com
AXAS,1.5625,False,SEP,197991,Abraxas Petroleum Corp,NASDAQ,N,Domestic,003830106,1311.0,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,Energy,Oil & Gas E&P,3 - Small,2 - Micro,,USD,Texas; U.S.A,2020-01-14,2014-10-15,1991-05-08,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000867665,http://www.abraxaspetroleum.com
AXDX,12.73939393939394,True,SEP,198779,Accelerate Diagnostics Inc,NASDAQ,N,Domestic,00430H102 004304200,3826.0,Manufacturing,Laboratory Analytical Instruments,,Measuring and Control Equipment,Healthcare,Diagnostics & Research,3 - Small,1 - Nano,AXK,USD,Arizona; U.S.A,2020-01-14,2014-10-13,1996-11-19,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000727207,http://acceleratediagnostics.com
AXE,2.0598384728340675,False,SEP,199616,Anixter International Inc,NYSE,N,Domestic,035290105,5063.0,Wholesale Trade,Wholesale-Electrical Apparatus & Equipment Wiring Supplies,,Wholesale,Industrials,Industrial Distribution,4 - Mid,4 - Mid,,USD,Illinois; U.S.A,2020-01-14,2014-10-10,1986-01-01,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000052795,http://www.anixter.com
AXGN,3.8360655737704916,False,SEP,198390,Axogen Inc,NASDAQ,N,Domestic,05463X106 523251106,3845.0,Manufacturing,Electromedical & Electrotherapeutic Apparatus,,Medical Equipment,Healthcare,Medical Devices,3 - Small,2 - Micro,,USD,Florida; U.S.A,2020-01-14,2015-05-26,1990-03-27,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000805928,http://www.axogeninc.com
AXIHQ,0.00025,False,SEP,124757,Axion International Holdings Inc,NASDAQ,Y,Domestic,032683302 032683401 05462D101,3086.0,Manufacturing,Plastics Foam Products,,Rubber and Plastic Products,Consumer Cyclical,Auto Parts,3 - Small,2 - Micro,AXIH,USD,Ohio; U.S.A,2019-07-22,2016-10-27,1986-11-24,2016-06-06,1996-12-31,2015-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000753048,
AXL,18.82894736842105,True,SEP,196576,American Axle & Manufacturing Holdings Inc,NYSE,N,Domestic,024061103,3714.0,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks,Consumer Cyclical,Auto Parts,4 - Mid,4 - Mid,,USD,Michigan; U.S.A,2020-01-14,2014-12-27,1999-01-29,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001062231,http://www.aam.com
AXLL,2.490566037735849,False,SEP,198395,Axiall Corp,NYSE,Y,Domestic,05463D100 373200302 373200203,2821.0,Manufacturing,Plastic Materials Synth Resins & Nonvulcan Elastomers,,Chemicals,Basic Materials,Chemicals,4 - Mid,4 - Mid,GGC,USD,Georgia; U.S.A,2019-04-19,2014-10-14,1988-10-05,2016-08-30,1996-12-31,2016-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000805264,
AXMP,0.31578947368421056,False,SEP,120547,Axm Pharma Inc,NYSEMKT,Y,Domestic,002457109,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,2 - Micro,1 - Nano,,USD,California; U.S.A,2018-10-19,2018-02-12,2003-03-14,2015-02-25,2002-06-30,2006-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001113643,
AXP,9.88245931283906,False,SEP,199971,American Express Co,NYSE,N,Domestic,025816109,6199.0,Finance Insurance And Real Estate,Finance Services,,Banking,Financial Services,Credit Services,5 - Large,5 - Large,,USD,New York; U.S.A,2020-01-14,2014-11-27,1986-01-01,2020-01-14,1992-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000004962,http://www.americanexpress.com
AXPW,1.5873033509719768e-08,False,SEP,196940,Axion Power International Inc,OTC,Y,Domestic,05460X208 05460X307 05460X109,3690.0,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,,Electrical Equipment,Industrials,Electrical Equipment & Parts,2 - Micro,1 - Nano,,USD,Pennsylvania; U.S.A,2018-06-13,2016-04-13,2004-06-07,2016-10-05,2005-06-30,2016-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001028153,
AXR,0.3558168316831683,False,SEP,199959,Amrep Corp,NYSE,N,Domestic,032159105,2721.0,Manufacturing,Periodicals: Publishing Or Publishing & Printing,,Printing and Publishing,Real Estate,Real Estate Services,3 - Small,2 - Micro,,USD,Pennsylvania; U.S.A,2020-01-14,2014-10-30,1986-01-01,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000006207,http://www.amrepcorp.com
AXS,2.5790960451977405,False,SEP,195454,Axis Capital Holdings Ltd,NYSE,N,Domestic Primary,G0692U109,6331.0,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance,Financial Services,Insurance - Property & Casualty,4 - Mid,4 - Mid,AXS-PC,USD,Bermuda,2020-01-14,2014-10-14,2003-07-01,2020-01-14,2002-06-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001214816,http://www.axiscapital.com
AXSO,0.6666666666666667,False,SEP,122602,Axs One Inc,NYSEMKT,Y,Domestic,205631104 002458107,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,2 - Micro,2 - Micro,AXO,USD,New Jersey; U.S.A,2019-07-12,2017-09-22,1995-08-24,2009-07-01,1996-12-31,2009-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000947427,
AXST,0.008333333333333333,False,SEP,114835,Axesstel Inc,NASDAQ,Y,Domestic,05459T101,3669.0,Manufacturing,Communications Equipment Nec,,Electronic Equipment,Technology,Communication Equipment,2 - Micro,2 - Micro,AXES,USD,California; U.S.A,2018-10-16,2018-09-23,2003-07-16,2017-04-24,2001-06-30,2013-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001092492,
AXTI,5.297619047619048,False,SEP,196692,Axt Inc,NASDAQ,N,Domestic,00246W103 030514103,3674.0,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,Technology,Semiconductor Equipment & Materials,3 - Small,2 - Micro,,USD,California; U.S.A,2020-01-14,2015-05-22,1998-05-21,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001051627,http://www.axt.com
AXU,0.968,False,SEP,166883,Alexco Resource Corp,NYSEMKT,N,Canadian,01535P106,1040.0,Mining,Gold And Silver Ores,,Precious Metals,Industrials,Waste Management,3 - Small,2 - Micro,,USD,British Columbia; Canada,2020-01-14,2016-02-11,2006-09-08,2020-01-14,2005-06-30,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001364128,http://www.alexcoresource.com
AXYS,1.7644560601110748,False,SEP,168725,Axsys Technologies Inc,NASDAQ,Y,Domestic,054615109 924359300,3827.0,Manufacturing,Optical Instruments & Lenses,,Measuring and Control Equipment,Technology,Scientific & Technical Instruments,3 - Small,2 - Micro,,USD,Connecticut; U.S.A,2019-06-26,2015-06-25,1991-08-22,2009-09-01,1996-12-31,2009-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000206030,
AYE,1.1047745358090184,False,SEP,188815,Allegheny Energy Inc,NASDAQ,Y,Domestic,017361106 017411109,4911.0,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities,Utilities,Utilities - Regulated Electric,5 - Large,5 - Large,,USD,Pennsylvania; U.S.A,2018-09-21,2015-06-04,1986-01-01,2011-02-25,2000-06-30,2010-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000003673,
AYI,5.435235507246378,False,SEP,195779,Acuity Brands Inc,NYSE,N,Domestic,00508Y102,3640.0,Manufacturing,Electric Lighting & Wiring Equipment,,Electrical Equipment,Industrials,Electrical Equipment & Parts,5 - Large,4 - Mid,,USD,Georgia; U.S.A,2020-01-14,2014-10-06,2001-12-03,2020-01-14,1999-09-30,2019-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001144215,http://www.acuitybrands.com
AYR,6.246913580246912,False,SEP,194471,Aircastle LTD,NYSE,N,Domestic,G0129K104,7359.0,Services,Services-Equipment Rental & Leasing Nec,,Business Services,Industrials,Rental & Leasing Services,4 - Mid,3 - Small,,USD,Connecticut; U.S.A,2020-01-14,2015-02-24,2006-08-08,2020-01-14,2004-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001362988,http://www.aircastle.com
AZC,4.154929577464789,False,SEP,123137,Augusta Resource CORP,NYSEMKT,Y,Canadian,050912203,1040.0,Mining,Gold And Silver Ores,,Precious Metals,Basic Materials,Gold,3 - Small,,,USD,British Columbia; Canada,2018-10-16,2017-09-03,2005-11-25,2014-09-22,2003-12-31,2013-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001353123,
AZGS,0.6666666666666666,False,SEP,182319,Aztec Oil & Gas Inc,OTC,Y,Domestic,055000103,1311.0,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,Energy,Oil & Gas E&P,1 - Nano,1 - Nano,,USD,Texas; U.S.A,2018-06-13,2015-09-23,2004-12-30,2015-09-22,2004-06-30,2008-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000789606,
AZK,1.0377358490566038,False,SEP,120762,Aurizon Mines Ltd,NYSEMKT,Y,Canadian,05155P106,1090.0,Mining,Miscellaneous Metal Ores,,Non-Metallic and Industrial Metal Mining,Basic Materials,Uranium,3 - Small,2 - Micro,,USD,British Columbia; Canada,2018-06-13,2018-01-28,2003-07-15,2013-06-03,2003-12-31,2012-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000913955,
AZN,2.594161052293872,False,SEP,124621,Astrazeneca Plc,NYSE,N,ADR,046353108,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Drug Manufacturers - General,5 - Large,5 - Large,,USD,United Kingdom,2020-01-14,2016-11-17,1993-05-17,2020-01-14,2000-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000901832,http://www.astrazeneca.com
AZO,7.313575662358065,False,SEP,197997,Autozone Inc,NYSE,N,Domestic,053332102,5531.0,Retail Trade,Retail-Auto & Home Supply Stores,,Retail,Consumer Cyclical,Specialty Retail,5 - Large,5 - Large,,USD,Tennessee; U.S.A,2020-01-14,2014-09-27,1991-04-02,2020-01-14,1996-12-31,2019-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000866787,http://www.autozone.com
AZPN,17.204620462046208,True,SEP,197356,Aspen Technology Inc,NASDAQ,N,Domestic,045327103,7371.0,Services,Services-Computer Programming Services,,Business Services,Technology,Software - Application,4 - Mid,3 - Small,,USD,Massachusetts; U.S.A,2020-01-14,2015-09-07,1994-10-26,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000929940,http://www.aspentech.com
AZZ,4.517660044150111,False,SEP,199923,Azz Inc,NYSE,N,Domestic,002474104 054825104,3640.0,Manufacturing,Electric Lighting & Wiring Equipment,,Electrical Equipment,Industrials,Electrical Equipment & Parts,3 - Small,3 - Small,,USD,Texas; U.S.A,2020-01-14,2014-12-04,1986-01-01,2020-01-14,1997-03-31,2019-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000008947,http://www.azz.com
B,6.098457888493477,False,SEP,199914,Barnes Group Inc,NYSE,N,Domestic,067806109,3490.0,Manufacturing,Miscellaneous Fabricated Metal Products,,Construction Materials,Industrials,Specialty Industrial Machinery,4 - Mid,3 - Small,,USD,Connecticut; U.S.A,2020-01-14,2014-10-10,1986-01-01,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000009984,http://www.barnesgroupinc.com
BA,12.92511013215859,True,SEP,199900,Boeing Co,NYSE,N,Domestic,097023105,3721.0,Manufacturing,Aircraft,,Aircraft,Industrials,Aerospace & Defense,6 - Mega,5 - Large,,USD,Washington; U.S.A,2020-01-14,2014-10-03,1986-01-01,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000012927,http://www.boeing.com
BAA,0.008677685950413223,False,SEP,124659,Banro Corp,NYSEMKT,Y,Canadian,066800103 066800806,1040.0,Mining,Gold And Silver Ores,,Precious Metals,Basic Materials,Gold,3 - Small,2 - Micro,,USD,Ontario; Canada,2018-06-13,2016-11-16,2005-03-28,2017-12-21,2002-12-31,2016-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001286597,
BAANF,0.1851851851851852,False,SEP,121012,Baan Co N V,NASDAQ,Y,ADR,N08044104,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,4 - Mid,3 - Small,,USD,Virginia; U.S.A,2018-10-16,2018-01-11,1995-05-19,2011-07-18,1995-12-31,1999-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000944624,
BABB,1.5555555555555554,False,SEP,195970,Bab Inc,OTC,N,Domestic,055183107,2050.0,Manufacturing,Bakery Products,,Food Products,Consumer Defensive,Packaged Foods,1 - Nano,1 - Nano,,USD,Illinois; U.S.A,2020-01-14,2016-04-18,2000-11-22,2020-01-14,2006-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001123596,http://www.babcorp.com
BAC,7.600550964187327,False,SEP,199495,Bank Of America Corp,NYSE,N,Domestic Primary,060505104 06605F102 638585109,6021.0,Finance Insurance And Real Estate,National Commercial Banks,,Banking,Financial Services,Banks - Global,6 - Mega,5 - Large,BAC.WSA BAC-PD BAC-PI BML-PI BAC-PZ BAC.WSB DFF BAC-PM BAC-PN,USD,North Carolina; U.S.A,2020-01-14,2014-10-15,1986-05-29,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000070858,http://www.bankofamerica.com
BACHY,0.8398959881129271,False,SEP,115404,Bank Of China Ltd,OTC,N,ADR,06426M104,,,,,,,None,,,BACHF,USD,China,2020-01-14,2018-09-12,2009-12-29,2020-01-14,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001378999,http://www.boc.cn
BADFF,10.124873439082007,True,SEP,111654,Badger Daylighting Ltd,OTC,N,ADR,05651W209,,,,,,,None,,,,USD,,2020-01-14,2019-01-30,2008-06-24,2020-01-13,,,,http://www.badgerinc.com
BAFBF,0.8715596330275228,False,SEP,114382,Balfour Beatty plc,OTC,N,ADR,05845R306,,,,,,,None,,,,USD,New York; U.S.A,2020-01-14,2018-10-10,2010-04-05,2020-01-13,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001506721,http://www.balfourbeatty.com
BAGL,4.77122641509434,False,SEP,197219,Einstein Noah Restaurant Group Inc,NASDAQ,Y,Domestic,28257U104 648904100,5812.0,Retail Trade,Retail-Eating  Places,,Restaraunts Hotels Motels,Consumer Cyclical,Restaurants,3 - Small,3 - Small,,USD,Colorado; U.S.A,2019-06-18,2014-10-21,1996-02-01,2014-11-04,1997-03-31,2014-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000949373,
BAH,2.9815384615384617,False,SEP,193404,Booz Allen Hamilton Holding Corp,NYSE,N,Domestic,099502106,8742.0,Services,Services-Management Consulting Services,,Business Services,Industrials,Consulting Services,5 - Large,4 - Mid,,USD,Virginia; U.S.A,2020-01-14,2014-10-02,2010-11-18,2020-01-14,2009-03-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001443646,http://www.boozallen.com
BAK,6.471177944862155,False,SEP,121531,Braskem Sa,NYSE,N,ADR,105532105,2860.0,Manufacturing,Industrial Organic Chemicals,,Chemicals,Basic Materials,Chemicals,5 - Large,5 - Large,BRKMY,USD,Brazil,2020-01-14,2017-12-03,1999-01-13,2020-01-14,2002-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001071438,http://www.braskem.com.br
BALT,0.10744985673352436,False,SEP,193134,Baltic Trading Ltd,NYSE,Y,Domestic,Y0553W103,4412.0,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation,Industrials,Marine Shipping,3 - Small,1 - Nano,,USD,New York; U.S.A,2019-08-29,2015-03-21,2010-03-10,2015-07-17,2009-12-31,2015-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001474042,
BAM,5.7029339853300725,False,SEP,167282,Brookfield Asset Management Inc,NYSE,N,Canadian Primary,112585104 10549P606 280905803,6512.0,Finance Insurance And Real Estate,Operators Of Nonresidential Buildings,,Real Estate,Financial Services,Asset Management,5 - Large,5 - Large,,USD,Ontario; Canada,2020-01-14,2016-01-17,1986-01-01,2020-01-14,1999-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001001085,http://www.brookfield.com
BAMM1,1.3713080168776368,False,SEP,197727,Books A Million Inc,NASDAQ,Y,Domestic,098570104,5940.0,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,,Retail,Consumer Cyclical,Specialty Retail,3 - Small,3 - Small,BAMM,USD,Alabama; U.S.A,2018-09-21,2015-09-03,1992-11-04,2015-12-09,1997-03-31,2015-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000891919,
BANC,2.3617747440273043,False,SEP,195623,Banc Of California Inc,NYSE,N,Domestic Primary,05990K106 33589V101,6021.0,Finance Insurance And Real Estate,National Commercial Banks,,Banking,Financial Services,Banks - Regional,3 - Small,3 - Small,BANC-PC BOCA,USD,California; U.S.A,2020-01-14,2014-11-05,2002-10-01,2020-01-14,2000-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001169770,http://www.bancofcal.com
BANF,3.135898977751052,False,SEP,198626,Bancfirst Corp,NASDAQ,N,Domestic Primary,05945F103,6021.0,Finance Insurance And Real Estate,National Commercial Banks,,Banking,Financial Services,Banks - Regional,4 - Mid,3 - Small,BANFP,USD,Oklahoma; U.S.A,2020-01-14,2014-10-13,1990-03-26,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000760498,http://www.bancfirst.bank
BANFP,1.162750888004451,False,SEP,112483,Bancfirst Corp,NASDAQ,N,Domestic Preferred,05539S206,6021.0,Finance Insurance And Real Estate,National Commercial Banks,,Banking,Financial Services,Banks - Regional,,,BANF,USD,Oklahoma; U.S.A,2020-01-14,2019-01-02,2004-03-16,2020-01-14,,,,
BANR,3.133024869866976,False,SEP,197236,Banner Corp,NASDAQ,N,Domestic,06652V208 06652V109 33748T104,6022.0,Finance Insurance And Real Estate,State Commercial Banks,,Banking,Financial Services,Banks - Regional,4 - Mid,3 - Small,,USD,Washington; U.S.A,2020-01-14,2014-10-21,1995-11-01,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000946673,http://www.bannerbank.com
BAP,7.41364394735216,False,SEP,124611,Credicorp Ltd,NYSE,N,ADR,G2519Y108,6029.0,Finance Insurance And Real Estate,Commercial Banks Nec,,Banking,Financial Services,Banks - Regional,5 - Large,4 - Mid,,USD,Bermuda,2020-01-14,2016-11-17,1995-10-25,2020-01-14,2012-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001001290,http://www.credicorp.gcs-web.com
BARE,6.272413793103449,False,SEP,186517,Bare Escentuals Inc,NASDAQ,Y,Domestic,067511105,2844.0,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,,Consumer Goods,Consumer Defensive,Household & Personal Products,4 - Mid,3 - Small,,USD,California; U.S.A,2018-07-02,2015-07-01,2006-09-29,2010-03-12,2005-09-30,2009-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001295557,
BARI,2.2897142857142856,False,SEP,186216,Bancorp Rhode Island Inc,NASDAQ,Y,Domestic,059690107,6021.0,Finance Insurance And Real Estate,National Commercial Banks,,Banking,Financial Services,Banks - Regional,2 - Micro,2 - Micro,,USD,Rhode Island; U.S.A,2019-07-11,2015-09-13,1998-03-24,2011-12-29,1999-03-31,2011-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001109525,
BARZ,3.6363636363636362,False,SEP,193301,5BARz International Inc,OTC,Y,Domestic,33833F100,3669.0,Manufacturing,Communications Equipment Nec,,Electronic Equipment,Technology,Communication Equipment,2 - Micro,1 - Nano,,USD,California; U.S.A,2019-08-15,2016-04-18,2010-09-21,2019-08-14,2008-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001454124,
BAS,0.0011176470588235292,False,SEP,196070,Basic Energy Services Inc,NYSE,Y,Domestic,06985P100 06985P209,1389.0,Mining,Oil & Gas Field Services Nec,,Petroleum and Natural Gas,Energy,Oil & Gas Equipment & Services,3 - Small,3 - Small,,USD,Texas; U.S.A,2019-12-02,2014-10-24,2005-12-09,2019-12-02,2003-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001109189,
BASI,1.725,False,SEP,198829,Bioanalytical Systems Inc,NASDAQ,N,Domestic,09058M103,8731.0,Services,Services-Commercial Physical & Biological Research,,Business Services,Healthcare,Diagnostics & Research,2 - Micro,1 - Nano,,USD,Indiana; U.S.A,2020-01-14,2014-12-03,1997-11-25,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000720154,http://www.basinc.com
BAX,1.5896383186705767,False,SEP,199910,Baxter International Inc,NYSE,N,Domestic Primary,071813109 071813141,3841.0,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment,Healthcare,Medical Instruments & Supplies,5 - Large,5 - Large,,USD,Illinois; U.S.A,2020-01-14,2014-09-23,1986-01-01,2020-01-14,1996-12-31,2019-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000010456,http://www.baxter.com
